Year,Title,Abstract,Keywords
2001,When and Why Are Visual Landmarks Used in Giving Directions?,"Route directions describe the sequence of actions a moving person needs to take to reach a goal in an environment. When generating directions, speakers not only specify what to do. They also refer to landmarks located along the route. We report two studies intended to identify the cognitive functions of landmarks. In the first study, participants learned a route in an urban environment. They then generated route directions to help pedestrians unfamiliar with this environment to find their way. We found that landmarks were reported more frequently at specific points on the route, especially at reorientation points. The second study showed that pedestrians perceived landmarks as a useful part of route directions. We conclude that reference to landmarks is intended to help movers to construct a mental representation of an unfamiliar environment in advance and to prepare them cognitively to get through difficult or uncertain parts of that environment.","Landmarks, spatial cognition, route directions, urban environment, navigation"
2001,Recognition of Abstract Regions in Cartographic Maps,"In the human interpretation of cartographic maps the areas we shall call abstract regions consist of several symbols (map objects), which are grouped to a single object. This abstraction process is an important part of human map interpretation. Abstract regions exist as mental objects in a mental map in the interpreter’s mind. In this article we describe an approach to automate the human process of recognizing abstract regions in cartographic maps by technical processes. We designed and implemented a system for defining abstract regions by hierarchical descriptions. The hierarchies are represented by attributed grammars that can be translated by a compilercompiler to yield a parser for abstract regions. With this parser, abstract region candidates that were identified by simple rules can be evaluated to check if they conform to the definition provided by the user. Our approach combines cognitive considerations on human abstraction with techniques from theoretical computer science and artificial intelligence.","cognitive modeling, formal methods, map generalization, map interpretation, region abstraction, spatial concepts"
2001,Geographical Information Retrieval with Ontologies of Place,"Geographical context is required of many information retrieval tasks in which the target of the search may be documents, images or records which are referenced to geaographical space only by means of place names. Often there may be an imprecise match between the query name and the names associated with the candidate sources of information. There is a need therefore for geographical information retrieval facilities that can rank the relevance of candidate information with respect to geographical closeness as well as semantic closeness with respect to the topic of interest. Here we present an ontology of place that combines limited coordinate data with qualitative spatial relationships between places. This parsimonious model of place is intended to support information retrieval tasks that may be global in scope. The ontology has been implemented with a semantic modelling system linking non-spatial conceptual hierarchies with the place ontology. An hierachical distance measure is combined with Euclidean distance between place centroids to create a hybrid spatial distance measure. This can be combined with thematic distance, based on classification semantics, to create an integrated semantic closeness measure that can be used for a relevance ranking of retrieved objects.","relevance ranking, similarity measures, thesauri, gazetteers"
2001,Qualitative Spatial Representation for Information Retrieval by Gazetteers,"Intelligent and efficient information retrieval becomes increasingly important. Analogous to thesauri in the realm of spatial concepts, gazetteers offer a controlled vocabulary that can be used for spatial queries. Gazetteers use geographic footprints to link place names to geographic locations. Which geographic footprint representation is chosen has a strong impact on the quality of spatial queries. However, the footprint representations currently used in standard gazetteers such as points, lines, grid cell representations, and bounding boxes do not offer enough topological information to support refined spatial queries. We propose a new type of spatial footprint that can be described as a qualitative representation of the spatial decomposition of geographic entities. It holds enough topological and ordinal information enable refined spatial queries without being subject to the constraints of exact polygon representations. The proposed spatial representation was developed to be combined with terminological reasoning techniques used in systems for intelligent information integration.","Spatial Reasoning, Gazetteers, Information Retrieval and Inference, Semantic Interoperability"
2001,Spatial representation and updating: Evidence from neuropsychological investigations,"How spatial information is represented and updated over time and over changes in the position of the stimulus and/or obrserver is considered in the context of a population of patients who have impairment in spatial perception. We present data both from our own research with patients suffering from hemispatial neglect as well as from studies in the literature. Taken together, these studies suggest that spatial information is coded in more than one spatial frame of reference simultaneously and that the choice of reference frame depends on the demands of the tasks. Once the stimulus is located, however, the patients are able to update the position of the stimulus dynamically when walking or when undergoing passive rotation. The insights obtained from this neuropsychological population provides converging evidence for the psychological and neural mechanisms which mediate spatial representation and dovetail well with existing single unit recording and functional imaging data.","Spatial representation, Spatial updating, Spatial reference frames, Neuropsychology, Hemispatial neglect"
2001,Mental Processing of Geographic Knowledge,"The contribution presents a computational modeling approach to geographic knowledge processing in mind. Geographic knowledge is assumed to be stored in a piecemeal manner. Spatial knowledge fragments form a hierarchical structure of lean knowledge. An actual mental image representation is constructed when needed to perform a specific task. In this construction process missing information is complemented to create a determinate mental image. – First, the artificial intelligence perspective taken is elaborated. After a short review of conceptions on mental processing of spatial knowledge from psychology and artificial intelligence we outline the model MIRAGE. The internal structure and the operating of the model is elaborated using an exemplary scenario. Problems in constructing mental images from given pieces of knowledge are demonstrated and discussed. The paper concludes with a discussion of the approach with respect to its modeling objective. We point to further research questions and to potential applications.","Cognitive maps, spatial knowledge construction, mental imagery, diagrammatic reasoning, experimental computational modeling"
2001,Spatial Cognition and the Processing of Verticality in Underground Environments,"Verticality is a relevant feature in many environments. Despite its relevance, little is known about how it is processed. In work conducted with the RATP, we approached this problem by comparing three forms of graphic aids intended to provide information about the vertical dimension of subway stations. These graphic representations were : floorplans of each level of the station, the same floorplans associated with a frontal view of the station and a three-dimensional axonometric representation of the station. Use of these representations was compared to learning of the station by navigation. Sixty four persons took part in the experiment. Participants had to perform routes, to locate landmarks and to compare distances. The axonometric representation was found to be the easiest to learn. The results also showed that this representation enabled individuals to perform well on the different tasks by allowing them to elaborate a correct mental representation of the vertical relations between the levels of the station, and between the underground and the outside. Thus, this kind of representation seems to be an efficient navigational aid, allowing users to achieve good planning for their displacements.","spatial cognition, verticality, navigational aids, underground and urban environments"
2001,Grid Patterns and Cultural Expectations in Urban Wayfinding,"Much of the literature on human spatial cognition and language in large-scale environments has been based on ‘simplified’ grid-pattern layouts with orthogonal intersections and parallel paths/streets. However, these are not the prevailing urban structure in many countries. This field study considered the possibility that different cultural expectations for typical urban environments would affect even long-term residents’ mental models and behavior regarding urban wayfinding and locational knowledge. Residents of two grid-pattern cities, one in the UK, where such layouts are rare, and another one in the US, performed a battery of tasks including confidence ratings, sketch map drawing, verbal route directions, and pointing to non-visible landmarks. The results show that the UK group placed less emphasis on the central grid in their sketch maps, and showed a systematic error in their pointing direction. The results are discussed in the light of previous research on orientation biases. Further crosscultural analysis and studies are planned.","route directions, mental maps, cognitive mapping, urban navigation, cross-cultural psychology, pointing tasks, landmarks, cardinal directions"
2001,The House Is North of the River: Relative Localization of Extended Objects,"This article presents a proposal to directional localization of extended objects based on an analysis of the underlying geometric structures. Many existing accounts on the directional localization of objects are based on representing the objects as points. These approaches provide good inferential properties, but are unsuitable to be combined with topological information about the regions occupied by objects. The approach presented here describes directional localization relations on the basis of representing objects as extended regions. Directional localization of an extended region based on a system of sectors and the establishment of a system of sectors based on an extended region are considered independently and the solutions are .nally combined. The investigations yield a geometric characterization of directional localization relations in two-dimensional space that can be applied to objects represented by regions or curves.","Extended objects, relative localization, cardinal directions, qualitative spatial reasoning, incomplete spatial knowledge"
2001,Double-Crossing: Decidability and Computational Complexity of a Qualitative Calculus for Navigation,"The Double Cross calculus has been proposed for the purpose of navigation based on qualitative information about spatial configurations. Up until now, however, no results about algorithmic properties of this calculus are known. First, we explore the possibility of applying constraint propagation techniques to solve the reasoning problem in this calculus. For this purpose, we have to generalize the known techniques for binary relations because the Double Cross calculus is based on ternary relations. We will show, however, that such a generalization leads to problems. The Double Cross calculus is not closed under composition and permutation. Further, as we will show, there exists no finite refinement of the base relations with such a closure property. Finally, we show that determining satisfiability of constraint systems over Double Cross relations is NP-hard, even if only the base relations of the Double Cross calculus are used. On the positive side, however, we show that the reasoning problem is solvable in PSPACE.","languages of spatial relations, spatial and temporal reasoning, incomplete or imprecise spatial knowledge, qualitative spatial reasoning, constraint propagation, ternary relation systems"
2001,Spatial Reasoning: No Need for Visual Information,"One of the central questions of spatial reasoning research is whether the underlying processes are inherently visual or spatial. The article reports a dual-task experiment that was conducted to explore the visual and/or spatial nature of human spatial reasoning. The main tasks were inferences based on a spatial version of the interval calculus introduced by Allen (1983). The secondary tasks were presented visually or acoustically, and were either spatial or non-spatial. The results indicate that spatial reasoning is mainly based on the construction and inspection of spatial layouts, whereas no evidence of the involvement of visual representations and processes was found.","Primary Task, Secondary Task, Mental Imagery, Suppression Condition, Spatial Reasoning"
2001,A Formal Theory of Objects and Fields,"The distinction between object-based and field-based conceptions of geographical reality has become well-known in recent years. It replicates at a conceptual level the distinction between vector-based and raster-based implementation methods for GIS. In this paper I endeavour to lay the groundwork for a careful, mathematically rigorous development of the relevant ideas at the conceptual level. The notions of object and field are given precise mathematical definitions, and an appropriate formal apparatus is constructed by which to address such issues as the interconvertibility of the object-based and field-based paradigms, and their relative adequacy for different representational problems.","model, object, field, raster, vector"
2001,What’s in an Image?,"This paper discusses the ontological status of remote sensing images, from a GIScience perspective. We argue that images have a dual nature—they are fields at the measurement level and fiat objects at the classification level—and that images have an ontological description of their own, distinct and independent from the domain ontology a domain scientist uses. This paper proposes a multi-level ontology for images, combining both field and object approaches and distinguishing between image and user ontologies. The framework developed contributes to the design of a new generation of integrated GISs, since two key benefits are achieved: (1) the support for multiple perspectives for the same image and (2) an emphasis on using images for the detection of spatial-temporal configurations of geographic phenomena.","GIScience, remote sensing images, ontology of geographic data, integrated GIS"
2001,"Features, Objects, and other Things: Ontological Distinctions in the Geographic Domain","Two hundred and sixty-three subjects each gave examples for one of five geographic categories: geographic features, geographic objects, geographic concepts, something geographic, and something that could be portrayed on a map. The frequencies of various responses were significantly different, indicating that the basic ontological terms feature, object, etc., are not interchangeable but carry different meanings when combined with adjectives indicating geographic or mappable. For all of the test phrases involving geographic, responses were predominantly natural features such as mountain, river, lake, ocean, hill. Artificial geographic features such as town and city were listed hardly at all for geographic categories, an outcome that contrasts sharply with the disciplinary self-understanding of academic geography. However, geographic artifacts and fiat objects, such as roads, cities, boundaries, countries, and states, were frequently listed by the subjects responding to the phrase something that could be portrayed on a map. In this paper, we present the results of these experiments in visual form, and provide interpretations and implications for further research.","Geographic ontology, geographic categories, prototypes, spatial cognition, mereotopology, human subjects testing, spatialization, self-organizing maps, geographic information systems, GIS"
2011,How Do Decision Time and Realism Affect Map-Based Decision Making?,"We commonly make decisions based on different kinds of maps, and under varying time constraints. The accuracy of these decisions often can decide even over life and death. In this study, we investigate how varying time constraints and different map types can influence people’s visuo-spatial decision making, specifically for a complex slope detection task involving three spatial dimensions. We find that participants’ response accuracy and response confidence do not decrease linearly, as hypothesized, when given less response time. Assessing collected responses within the signal detection theory framework, we find that different inference error types occur with different map types. Finally, we replicate previous findings suggesting that while people might prefer more realistic looking maps, they do not necessarily perform better with them.","time pressure, slope maps, shaded relief maps, empirical map evaluation"
2011,Towards Cognitively Plausible Spatial Representations for Sketch Map Alignment,"Over the past years user-generated content has gained increasing importance in the area of geographic information science. Private citizens collect environmental data of their neighborhoods and publish it on the web. The wide success of volunteered geographic information relies on the simplicity of such systems. We propose to use sketch maps as a visual user interface, because sketch maps are intuitive, easy to produce for humans and commonly used in human-to-human communication. Sketch maps reflect users’ spatial knowledge that is based on observations rather than on measurements. However, sketch maps, often considered as externalizations of cognitive maps, are distorted, schematized, incomplete, and generalized. Processing spatial information from sketch maps must therefore account for these cognitive aspects. In this paper, we suggest a set of qualitative spatial aspects that should be captured in representations of sketch maps and give empirical evidence that these spatial aspects are robust against typical schematizations and distortions in human spatial knowledge. We propose several existing qualitative spatial calculi to formally represent the spatial aspects, suggest appropriate methods for applying them, and evaluate the proposed representations for alignment of sketch maps and metric maps.","cognitive qualitative representation, sketch map, qualitative spatial reasoning, sketch alignment"
2011,Scalable Navigation Support for Crowds: Personalized Guidance via Augmented Signage,"Navigating unfamiliar places is a common problem people face, and there is a wealth of commercial and research-based applications particularly for mobile devices that provide support in these settings. While many of these solutions work well on an individual level, they are less well suited for very crowded situations, e.g. sports matches, festivals and fairs, or events such as pilgrimages. In a large crowd, attending to a mobile device can be hazardous, the underlying technology might not scale well enough, and some people might be excluded due to not having access to a mobile device. Public signage does not suffer from these issues, and consequently, people frequently rely on signage in crowded settings. However, a key disadvantage of public signage is to not provide personalized navigation support. In this paper, we therefore investigate augmented signage as a means to provide navigation support for large crowds. We introduce a scalable signage-based approach and present results from a comparison study contrasting two designs for augmented signage with a base case. The results provide initial evidence that such a system could be easily useable, may help to reduce task load, and has the potential to improve navigation performance.","Augmented signage, navigation support, crowd interfaces, user studies"
2011,Information on the Consequence of a Move and Its Use for Route Improvisation Support,"This paper proposes a new method of navigational assistance in unfamiliar environments. In such environments, major concerns would normally be how to find a good route to a selected destination and how to design and communicate directions to follow that route. This may not be the case, however, if route selection criteria are not complete or subject to change during a trip. To cope with such uncertainty, the proposed method calculates, for each possible move from the current position, a single value characterizing the consequence of that move, e.g., how long it will take to reach the destination if that move is made. The paper outlines a design of a route improvisation support system equipped with this method, and underlines the merit of letting the user build up a route progressively by taking into account highly local, temporary, or personal information that is not stored in the system but collected by the user while traveling.","Short Path, Navigation System, Short Path Problem, Short Path Length, Short Path Algorithm"
2011,The Effect of Activity on Relevance and Granularity for Navigation,"This paper addresses the role of activity on the construction of route directions. Primary to our conceptualization is that the activity at hand constrains the relevance of spatial information for task performance, as well as the level of granularity at which information is needed. In this paper, we highlight the role of activity for relevance and granularity first based on a review of each of the components involved, and furthermore by a semantic analysis of content patterns in human-generated instructions. The analysis identifies the verbalization styles that are associated with distinct types of activities on the basis of individual keywords that may serve as indicators. We offer a strong theoretical argument for the importance of activities and provide a first step towards an operationalization of this concept, as well as implications for the development of cognitively motivated navigation systems.","Activities, granularity, relevance, navigation, routing, word clouds"
2011,I Can Tell by the Way You Use Your Walk: Real-Time Classification of Wayfinding Performance,"Wayfinding activities often pose difficulty, especially for people with poor spatial abilities. If wayfinding aides can take into account individual differences during navigation, targeted assistance may be able to improve wayfinding performance. To enable this, the performance of wayfinders must first be classified. This work proposes a novel method that uses a probabilistic scoring function to classify wayfinding performance using only information available in real-time during route traversal. Training data for the classifier was algorithmically generated as routes representing different levels of wayfinding performance. This approach was tested through an empirical study in which people with different abilities walked from a start to a goal. The results show that performance of wayfinders can be reliably classified into two groups–good and poor–and that this classification can be done using only information available during route traversal. Our results suggest that environmental structure plays an important role in wayfinders’ route choice.","navigation, route choice, individual differences, spatial cognition, spatial abilities"
2011,From Video to RCC8: Exploiting a Distance Based Semantics to Stabilise the Interpretation of Mereotopological Relations,"Mereotopologies have traditionally been defined in terms of the intersection of point sets representing the regions in question. Whilst these semantic schemes work well for purely topological aspects, they do not give any semantic insight into the degree to which the different mereotopological relations hold. This paper explores this idea of a distance based interpretation for mereotopology. By introducing a distance measure between x and y, and for various Boolean combinations of x and y, we show that all the RCC8 relations can be distinguished. We then introduce a distance measure which combines these individual measures which we show reflect different paths through the RCC8 conceptual neighbourhood – i.e. the measure decreases/increases monotonically given certain monotonic transitions (such as one region expanding). There are several possible applications of this revised semantics; in the second half of the paper we explore one of these in some depth – the problem of abstracting mereotopological relations from noisy video data, such that the sequences of qualitative relations between pairs of objects do not suffer from “jitter”. We show how a Hidden Markov Model can exploit this distance based semantics to yield improved interpretation of video data at a qualitative level.","Hide Markov Model, Spatial Relationship, Video Data, Boolean Combination, Test Segment"
2011,Decentralized Reasoning about Gradual Changes of Topological Relationships between Continuously Evolving Regions,"A key challenge facing many applications of new geosensor networks technology is to derive meaningful spatial knowledge from low-level sensed data. This paper presents a formal model for representing and computing topological relationship changes between continuously evolving regions monitored by a geosensor network. The definition of “continuity” is used to constrain region evolution and enables the local detection of node state transitions in the network. The model provides a computational framework for the detection of global high-level qualitative relationship changes from local low-level quantitative sensor measurements. In this paper, an efficient decentralized algorithm is also designed and implemented to detect relationship changes and its computational efficiency is evaluated experimentally using simulation.","Sensor Node, Wireless Sensor Network, Node State, Gradual Change, Spatial Region"
2011,Spatio-temporal Evolution as Bigraph Dynamics,We present a novel approach to modelling the evolution of spatial entities over time by using bigraphs. We use the links in a bigraph to represent the sharing of a common ancestor and the places in a bigraph to represent spatial nesting as usual. We provide bigraphical reaction rules that are able to model situations such as two crowds of people merging together while still keeping track of the resulting crowd’s historical links.,"spatio-temporal change, bigraphs, filiation"
2011,On Optimal Arrangements of Binary Sensors,"A large range of monitoring applications can benefit from binary sensor networks. Binary sensors can detect the presence or absence of a particular target in their sensing regions. They can be used to partition a monitored area and provide localization functionality. If many of these sensors are deployed to monitor an area, the area is partitioned into sub-regions: each sub-region is characterized by the sensors detecting targets within it. We aim to maximize the number of unique, distinguishable sub-regions. Our goal is an optimal placement of both omni-directional and directional static binary sensors. We compute an upper bound on the number of unique sub-regions, which grows quadratically with respect to the number of sensors. In particular, we propose arrangements of sensors within a monitored area whose number of unique sub-regions is asymptotically equivalent to the upper bound.","Optimal Arrangement, Sensor Arrangement, Directional Sensor, Monitor Area, Binary Sensor"
2011,A Hybrid Geometric-Qualitative Spatial Reasoning System and Its Application in GIS,We propose a hybrid geometric-qualitative spatial reasoning system that is able to simultaneously deal with input information that is partially given geometrically and partially qualitatively using spatial relations of different qualitative spatial calculi. The reasoning system combines a geometric reasoning component based on computational geometry methods with a qualitative reasoning component employing relation algebraic reasoning techniques. An egg-yolk representation approach is used to maintain information about objects with underdetermined geometry and also allows for vague objects in the input. In an experimental evaluation we apply the reasoning system to infer geometric information for a set of only qualitatively described objects. The experiments demonstrate that the hybrid reasoning approach produces better results than geometric and qualitative reasoning individually.,"Reference Object, Reasoning System, Simple Polygon, Constraint Network, Volunteer Geographic Information"
2011,CLP(QS): A Declarative Spatial Reasoning Framework,"We propose CLP(QS), a declarative spatial reasoning framework capable of representing and reasoning about high-level, qualitative spatial knowledge about the world. We systematically formalize and implement the semantics of a range of qualitative spatial calculi using a system of non-linear polynomial equations in the context of a classical constraint logic programming framework. Whereas CLP(QS) is a general framework, we demonstrate its applicability for the domain of Computer Aided Architecture Design. With CLP(QS) serving as a prototype, we position declarative spatial reasoning as a general paradigm open to other formalizations, reinterpretations, and extensions. We argue that the accessibility of qualitative spatial representation and reasoning mechanisms via the medium of high-level, logic-based formalizations is crucial for their utility toward solving real-world problems.","geometric and qualitative spatial reasoning, constraint logic programming, declarative programming, spatial computing, architecture design"
2011,The Social Connection in Mental Representations of Space: Explicit and Implicit Evidence,"To understand memory of and reasoning about real-world environments, all aspects of the environment, both spatial and non-spatial need to be considered. Non-spatial information can be either integral to or associated with the spatial information. This paper reviews two lines of research conducted in our lab that explore interactions between spatial information and non-spatial information associated with it (namely social information). Based on results of numerous studies, we propose that full accounts of spatial cognition about real-world environments should consider non-spatial influences, noting that some phenomena, while seemingly spatial in nature, may have substantive non-spatial influences.","spatial categorization, non-spatial categorization, implicit processing, social cognition"
2011,Revisiting the Plasticity of Human Spatial Cognition,"In a recent study by Haun et al. (2011), Dutch-speaking children who prefer an egocentric (left/right) reference frame when describing spatial relationships, and Hai||om-speaking children who use a geocentric (north/south) frame were found to vary in their capacity to memorize small-scale arrays using their language-incongruent system. In two experiments, we reconcile these results with previous findings by Li et al. (2011) which showed that English (egocentric) and Tseltal Mayan (geocentric) speakers can flexibly use both systems. In Experiment 1, attempting to replicate Haun et al., we found that English- but not Tseltal-speaking children could use their language-incongruent system. In Experiment 2, we demonstrate that Tseltal children can use an egocentric system when instructed nonverbally without left/right language. We argue that Haun et al.’s results are due to the Hai||om children’s lack of understanding of left/right instructions and that task constraints determine which system is easier to use.","linguistic relativity, frames of reference, Tseltal Mayan"
2011,Linguistic and Cultural Universality of the Concept of Sense-of-Direction,"We analyze self-reported sense-of-direction in samples of people from Santa Barbara, Freiburg, Saarbrücken, Tokyo, and Beijing. The Santa Barbara Sense-of-Direction Scale (SBSOD) by Hegarty and colleagues primarily assesses survey spatial abilities in directly-experienced environments. It was translated into German, Japanese, and Mandarin Chinese. Results suggest sense-of-direction is a unitary and meaningful concept across the five samples and four languages. In four of the samples, males report significantly better sense-of-direction than do females. Some variations are found across the five samples in overall level of sense-of-direction and in response patterns across the 15 items. Because it is strongly related to the survey spatial thinking that primarily underlies sense-of-direction, and because it can be counted in a relatively straightforward manner, we specifically examine thinking in terms of cardinal directions as a component of sense-of-direction, including conducting a count of cardinal-direction words from Internet corpora in the four languages. We find support for sense-of-direction as a coherent concept across the four languages and as a useful tool to measure individual differences in sense-of-direction. We also consider linguistic/cultural variations in sense-of-direction, especially with respect to variations in physical environments.","Sense-of-direction, cross-linguistic, individual differences, spatial corpora"
2011,Towards a Formalization of Social Spaces for Socially Aware Robots,"This article presents a taxonomy of social spaces distinguishing five basic types: personal space, activity space, affordance space, territory, and penetrated space. The respective space-constituting situations and the mereotopological structure for each social space type are specified. We show how permissions for actions of agents in social spaces can be modeled using the situations calculus. Specifications of social spaces and permissions build the fundament for socially aware action planning.","Activity Space, Space Region, Social Space, Social Robot, Personal Space"
2011,Finite Relativist Geometry Grounded in Perceptual Operations,"Formal geometry is a fundamental tool for showing how relevant metric qualities, such as depths, lengths, and volumes, as well as location concepts, such as points, can be constructed from experience. The ontological challenge of information grounding lies in the choice of concepts to consider as primitive, vs. those to be constructed. It also lies in accounting for the relativity and finiteness of experiential space. The grounding approach proposed here constructs geometrical concepts from primitives of the human attentional apparatus for guiding attention and performing perceptual operations. This apparatus enables humans to take attentional steps in their perceived vista environment and to perform geometric comparisons. We account for the relativity of experienced space by constructing locations relative to a reference frame of perceived point-like features. The paper discusses perceptual operations and the idea of point-like features, and introduces a constructive calculus that reflects the generation of domains of geometric comparison from the perspective of an observer. The calculus is then used to construct a model and to motivate an axiomatization of absolute geometry in a finite relativist flavour.","constructive Euclidean geometry, relativist geometry, information grounding, operational semantics"
2011,Linking Spatial Haptic Perception to Linguistic Representations: Assisting Utterances for Tactile-Map Explorations,"Assisting utterances are helpful for blind and visually impaired map users exploring tactile maps. Virtual tactile maps explorable by haptic human-computer interfaces form the basis for multimodal presentations including automatically generated assisting utterances. This paper presents first empirical results regarding the type of utterances suitable for assisting the acquisition of survey knowledge on the basis of virtual tactile maps. The structure of the internal knowledge base, which has to support a connection between dynamic exploration movements and natural language, is presented. An example illustrates the approach and shows its practicability.","Virtual audio-tactile map, haptic human-computer interaction, representation for natural-language generation, assisted map reading, spatial knowledge acquisition"
2011,Analyzing the Spatial-Semantic Interaction of Points of Interest in Volunteered Geographic Information,"With the increasing success and commercial integration of Volunteered Geographic Information (VGI), the focus shifts away from coverage to data quality and homogeneity. Within the last years, several studies have been published analyzing the positional accuracy of features, completeness of specific attributes, or the topological consistency of line and polygon features. However, most of these studies do not take geographic feature types into account. This is for two reasons. First, and in contrast to street networks, choosing a reference set is difficult. Second, we lack the measures to quantify the degree of feature type mis-categorization. In this work, we present a methodology to analyze the spatial-semantic interaction of point features in Volunteered Geographic Information. Feature types in VGI can be considered special in both, the way they are formed and the way they are applied. Given that they reflect community agreement more accurately than top-down approaches, we argue that they should be used as the primary basis for assessing spatial-semantic interaction. We present a case study on a spatial and semantic subset of OpenStreetMap, and introduce a novel semantic similarity measure based on the change history of OpenStreetMap elements. Our results set the stage for systems that assist VGI contributors in suggesting the types of new features, cleaning up existing data, and integrating data from different sources.","Point Process, Semantic Similarity, Semantic Distance, Volunteer Geographic Information, Point Pattern Analysis"
2011,A Model of Spatial Reference Frames in Language,"We provide a systematic model of spatial reference frames. The model captures concepts underlying natural language expressions in English that represent both external and internal as well as static and dynamic relationships between entities. Our implementation in the functional language Haskell generates valid English sentences from situations and reference frames. Spatial reference frames are represented by the spatial roles of locatum, relatum, and, optionally, vantage, together with a directional system. Locatum, relatum, and vantage can be filled by entities taking on the discourse roles of speaker, addressee, andparticipant (grammatically expressed by first, second, and third person). Each of these roles may remain unspecified in a linguistic description.","reference frames, spatial relations, motion, conceptual modeling, natural language"
2011,"Universality, Language-Variability and Individuality: Defining Linguistic Building Blocks for Spatial Relations","Most approaches to the description of spatial relations for use in spatial querying attempt to describe a set of spatial relations that are universally understood by users. While this method has proved successful for expert users of geographic information, it is less useful for non-experts. Furthermore, while some work has implied the universal nature of spatial relations, a large amount of linguistic evidence shows that many spatial relations vary fundamentally across languages. Natural Semantic Metalanguage (NSM) is a body of linguistic research that has identified the few specific spatial relations that are universal across languages. We show how these spatial relations can be used to describe a range of more complex spatial relations, including some from non-Indo-European languages that cannot readily be described with the usual spatial operators. Thus we propose that NSM is a tool that may be useful for the development of the next generation of spatial querying tools, supporting multilingual environments with widely differing ways of talking about space.","linguistics, spatial relations, multilingualism, Natural Semantic Metalanguage, spatial query"
2011,The Semantics of Farsi be: Applying the Principled Polysemy Model,"Recent research in cognitive linguistics has shown that a good deal of systematicity is involved in semantic of prepositions, once the many meanings of a single preposition are treated as motivated categories. The aim of this research is to apply a cognitive linguistics analysis for the semantics of a preposition in Farsi. The study takes Tyler and Evans’ [1] approach to polysemy as a means for developing the semantic network of Farsi preposition be with the central meaning similar to English to. For this purpose a large amount of corpus data were analyzed and the semantics of the preposition were studied. The results of the analysis showed that Tyler & Evanss’ Principled polysemy model can be successfully applied to the Farsi preposition be. The analysis sheds light on the semantics of this preposition and highlights the potential ability of this model for the systematic account of prepositions in languages other than English.","categorization, cognitive linguistics, meaning, polysemy preposition, prototype, spatial configuration"
2011,On the Explicit and Implicit Spatiotemporal Architecture of Narratives of Personal Experience,"Expanding on recent research into the predictability of explicit linguistic spatial information relative to features of discourse structure, we present the results of several machine learning studies which leverage rhetorical relations, events, temporal information, text sequence, and both explicit and implicit linguistic spatial information in three different corpora of narrative discourses. On average, classifiers predict figure, ground, spatial verb and preposition and frame of reference to 75% accuracy, rhetorical relations to 72% accuracy, and events to 76% accuracy (all values have statistical significance above majority class baselines). These results hold independent of the number of authors, subject matter, length and density of spatial and temporal information. Consequently, we argue for a generalized model of spatiotemporal information in narrative discourse, which not only provides a deeper understanding of the semantics and pragmatics of discourse structure, but also alternative robust approaches to analysis.","Spatial Information, Majority Class, Temporal Information, Discourse Structure, Elaboration Relation"
2022,What Do You Mean You’re in Trafalgar Square? Comparing Distance Thresholds for Geospatial Prepositions,"Natural language location descriptions frequently describe object locations relative to other objects (the house near the river). Geospatial prepositions (e.g.near) are a key element of these descriptions, and the distances associated with proximity, adjacency and topological prepositions are thought to depend on the context of a specifc scene. When referring to the context, we include consideration of properties of the relatum such as its feature type, size and associated image schema. In this paper, we extract spatial descriptions from the Google search engine for nine prepositions across three locations, compare their acceptance thresholds (the distances at which diferent prepositions are acceptable), and study variations in diferent contexts using cumulative graphs and scatter plots. Our results show that adjacency prepositions next to and adjacent to are used for a large range of distances, in contrast to beside; and that topological prepositions in, at and on can all be used to indicate proximity as well as containment and collocation. We also found that reference object image schema infuences the selection of geospatial prepositions such as near and in.","contextual factors, spatial descriptions, acceptance model, spatial template, applicability model, geospatial prepositions"
2022,I Can Tell by Your Eyes! Continuous Gaze-Based Turn-Activity Prediction Reveals Spatial Familiarity,"Spatial familiarity plays an essential role in the wayfnding decision-making process. Recent fndings in wayfnding activity recognition domain suggest that wayfnders’ turning behavior at junctions is strongly infuenced by their spatial familiarity. By continuously monitoring wayfnders’ turning behavior as refected in their eye movements during the decision-making period (i.e., immediately after an instruction is received until reaching the corresponding junction for which the instruction was given), we provide evidence that familiar and unfamiliar wayfnders can be distinguished. By applying a pre-trained XGBoost turning activity classifer on gaze data collected in a real-world wayfnding task with 33 participants, our results suggest that familiar and unfamiliar wayfnders show diferent onset and intensity of turning behavior. These variations are not only present between the two classes –familiar vs. unfamiliar– but also within each class. The diferences in turning-behavior within each class may stem from multiple sources, including diferent levels of familiarity with the environment.","Spatial Familiarity, Gaze-based Activity Recognition, Wayfnding, Machine, Learning"
